id,symbol,type,entryPrice,initialSize,currentSize,stopLoss,openTime,closeTime,closePrice,pnl,status,strategy
1d4b9e5c-a10a-4244-aa9a-b0b7bfa4db65,XAUUSD,SELL,4788.77,0.01,0.01,4795.953155000001,1769027039902,1769027071952,4795.450000000001,-5.426579056237208,CLOSED,TREND_FOLLOW
d7f7435c-378a-4ab1-982c-dead6c1b85ed,XAUUSD,SELL,4777.09,0.01,0.01,4784.255635,1769025839536,1769026060279,4784.195,-5.603576751117382,CLOSED,TREND_FOLLOW
c82d6b64-1f19-40c4-9f6a-e6e9c04a14f7,XAUUSD,BUY,4635.41,0.01,0,4819.856625,1768386592511,1769021811318,4844.11,155.4634213575019,CLOSED,AI_AGENT
c865bac0-4336-4c34-82fb-f17f2f444eef,XAUUSD,BUY,4591.46,0.01,0.01,4584.572810000001,1768216472738,1768386581723,4634.99,32.345674425516705,CLOSED,AI_AGENT
04fd5a82-963f-4763-a07c-428e64ea2a75,NAS100,BUY,25524.7,0.08,0.08,25486.41295,1767627132449,1768386581737,25632.2,6.390369861232375,CLOSED,AI_AGENT
0bff4229-c0dd-48a0-a736-ce26f215ae48,XAUUSD,BUY,4445.42,0.01,0.01,4438.75187,1767627129971,1767627498529,4439.085,-4.981190815929621,CLOSED,AI_AGENT
bdf04769-4647-4431-97a2-0c85f7fc9390,NAS100,SELL,25579.8,0.12,0.12,25474.348899999997,1765447039351,1765470621641,25474.2,12.611999999999824,CLOSED,AI_AGENT
d7f1dec6-38c3-414f-b42b-0302e26d8057,NAS100,BUY,25832.2,0.13,0.13,25793.4517,1765397958388,1765434245880,25465.15,-47.89200000000019,CLOSED,TREND_FOLLOW
18be73ee-5abf-4c67-8622-32f6188720db,NAS100,BUY,25782.7,0.12,0.12,25819.3548,1765396910402,1765398158366,25819.75,4.367999999999738,CLOSED,TREND_FOLLOW
5e92bae3-5e24-416f-ace2-38515e8584e3,NAS100,BUY,25730.2,0.12,0.12,25792.3818,1765396330928,1765396821610,25791.550000000003,7.284000000000087,CLOSED,TREND_FOLLOW
43c50ab9-9f3d-4daf-bb60-ddafa555c0f2,NAS100,SELL,25691.1,0.12,0.12,25729.63665,1765396017905,1765396328335,25729.050000000003,-4.632000000000262,CLOSED,AI_AGENT
1a3ea0b8-25f5-4f7c-a70c-73ebcabb466c,NAS100,BUY,25697.9,0.12,0.12,25659.353150000003,1765396017342,1765396017610,25694.65,-0.39,CLOSED,TREND_FOLLOW
9d69a447-4acf-423f-aa03-81d0462e3229,NAS100,BUY,25701.2,0.12,0.12,25662.648200000003,1765396016810,1765396017070,25698.15,-0.3659999999999127,CLOSED,TREND_FOLLOW
5005c426-98c5-4635-b315-09588315963e,NAS100,BUY,25688.7,0.12,0.12,25650.166950000003,1765395968929,1765396016598,25700.050000000003,1.362000000000262,CLOSED,TREND_FOLLOW
03686afb-e901-4e7b-a956-5d71db047ff5,NAS100,BUY,25619.9,0.12,0.072,25796.277899999997,1765395765577,1765397237615,25796.75,22.34399999999965,CLOSED,TREND_FOLLOW
79a19350-6f87-420d-b97e-52951bbd14ce,NAS100,BUY,25598.8,0.13,0.13,25560.4018,1764755700427,1764866579937,25536.5,-8.163999999999906,CLOSED,NY_ORB
15a817cd-f51d-4410-b7c7-5f02014df5c4,NAS100,BUY,25251.4,0.13,0.13,25213.522900000004,1764587383674,1764591089222,25214.65,-4.94,CLOSED,AI_AGENT
91131f53-abbd-420f-a5c7-0ec905a86b31,NAS100,BUY,25299.8,0.13,0.13,25261.850300000002,1764321751814,1764584215336,25262.550000000003,-5.017999999999811,CLOSED,NY_ORB
68339684-4983-408a-9cf6-0e11100935e3,NAS100,BUY,25333.2,0.13,0.13,25363.1115,1764342080402,1764346894203,25363.65,3.8739999999999055,CLOSED,AI_AGENT
99012667-0303-4ea2-8572-878716b5e3ed,NAS100,BUY,25366.8,0.13,0.13,25328.7498,1764346920772,1764347223762,25328.65,-5.0439999999999054,CLOSED,AI_AGENT
942f547f-0dd8-4f8f-8709-9f195327eac2,NAS100,BUY,25328.3,0.13,0.13,25360.4142,1764347271554,1764349290558,25360.8,4.16,CLOSED,AI_AGENT
b1edc5b2-edf8-42c4-9d4c-1661a190d0b2,NAS100,BUY,25389,0.13,0.13,25350.916500000003,1764349883447,1764351676063,25349.85,-5.173999999999905,CLOSED,AI_AGENT
1a64e91a-063b-4cf8-88b3-61e47a0ba1f4,NAS100,BUY,25358.8,0.13,0.13,25429.3452,1764351990233,1764353204467,25429.65,9.126000000000095,CLOSED,AI_AGENT
876a3730-6465-4ef6-85bd-3de0ecf38488,NAS100,BUY,25436.1,0.13,0.13,25397.94585,1764353220654,1764366954498,25425.5,-1.377999999999811,CLOSED,AI_AGENT
75bc7ace-d1d1-487d-8fd4-bc20c5a8e472,NAS100,BUY,25424.7,0.13,0.13,25386.562950000003,1764547200162,1764547565261,25387.65,-4.978999999999906,CLOSED,AI_AGENT
4134edab-4cf5-42ee-89c9-abc3ce098dce,NAS100,BUY,25605,0.13,0.13,25566.592500000002,1764755967378,1764770492276,25564.05,-5.486000000000095,CLOSED,NY_ORB
dcd4065d-e743-4e14-9eb6-b9e26035590e,NAS100,BUY,25537.1,0.13,0.13,25591.8825,1764866580421,1764867928763,25592.3,7.111000000000095,CLOSED,NY_ORB
994fba4e-c5e7-49d2-a2d6-96db127de6fa,NAS100,BUY,25765.1,0.13,0.13,25726.45235,1765190062706,1765360716848,25690.449999999997,-9.88,CLOSED,NY_ORB
ba050138-397b-4a99-8b44-912fda19e61c,NAS100,BUY,25691.8,0.12,0.12,25653.262300000002,1765360717520,1765362301966,25651.9,-4.92,CLOSED,NY_ORB
bc346307-20e9-48ef-a154-3866cc0f703e,NAS100,BUY,25605,0.12,0.12,25642.931399999998,1765362646771,1765364435591,25636.4,3.5759999999999126,CLOSED,NY_ORB
